FIPS,FIPSTEXT,y17_M110_valueText,y17_M110_classRange,y17_M110_valueNumeric,y17_M111_valueText,y17_M111_classRange,y17_M111_valueNumeric,y17_M112_valueText,y17_M112_classRange,y17_M112_valueNumeric,y17_M113_valueText,y17_M113_classRange,y17_M113_valueNumeric,y17_M114_valueText,y17_M114_classRange,y17_M114_valueNumeric,y17_M115_valueText,y17_M115_classRange,y17_M115_valueNumeric,y17_M116_valueText,y17_M116_classRange,y17_M116_valueNumeric,y17_M117_valueText,y17_M117_classRange,y17_M117_valueNumeric,y17_M118_valueText,y17_M118_classRange,y17_M118_valueNumeric,y17_M119_valueText,y17_M119_classRange,y17_M119_valueNumeric,y17_M120_valueText,y17_M120_classRange,y17_M120_valueNumeric,y17_M121_valueText,y17_M121_classRange,y17_M121_valueNumeric,y17_M122_valueText,y17_M122_classRange,y17_M122_valueNumeric
20121,20121,1.06,Slight Increase,1.06,14,10 - 24,14.00,22701,"10,000 - 24,999",22701.00,56.72,55 - 64,56.72,-1.04,Sparse Data,-1.04,0.59,Negligible Change,0.59,19826,"Less than 20,000",19826.00,-0.72,Sparse Data,-0.72,0.07,Sparse Data,0.07,1572,"1,500 - 1,999",1572.00,(D),100 - 499,,1156,"1,000 - 1,499",1156.00,1565,"1,500 - 1,999",1565.00
20123,20123,-0.54,Negligible Change,-0.54,8,Less than 10,8.00,13728,"10,000 - 24,999",13728.00,42.56,35 - 44,42.56,(D),Sparse Data,,(D),Sparse Data,,43895,"20,000 - 49,999",43895.00,(D),Significant Decrease,,-0.46,Sparse Data,-0.46,0,Less than 100,0.00,0,Less than 100,0.00,0,Less than 100,0.00,125,100 - 499,125.00
20125,20125,0.62,Negligible Change,0.62,11,10 - 24,11.00,23747,"10,000 - 24,999",23747.00,58.27,55 - 64,58.27,-0.30,Sparse Data,-0.30,0.45,Negligible Change,0.45,22138,"20,000 - 49,999",22138.00,(D),Negligible Change,,0.35,Sparse Data,0.35,959,500 - 999,959.00,261,100 - 499,261.00,665,500 - 999,665.00,969,500 - 999,969.00
20127,20127,-0.41,Negligible Change,-0.41,16,10 - 24,16.00,18096,"10,000 - 24,999",18096.00,28.43,20 - 34,28.43,0.96,Sparse Data,0.96,0.17,Negligible Change,0.17,77596,"50,000 - 99,999",77596.00,-1.67,Sparse Data,-1.67,0.88,Sparse Data,0.88,356,100 - 499,356.00,(D),Less than 100,,285,100 - 499,285.00,596,500 - 999,596.00
20129,20129,-1.24,Slight Decrease,-1.24,3,Less than 10,3.00,3104,"Less than 10,000",3104.00,24.52,20 - 34,24.52,56.05,Sparse Data,56.05,0.18,Sparse Data,0.18,12735,"Less than 20,000",12735.00,(D),Negligible Change,,-1.12,Sparse Data,-1.12,187,100 - 499,187.00,0,Less than 100,0.00,176,100 - 499,176.00,119,100 - 499,119.00
20131,20131,0.23,Negligible Change,0.23,15,10 - 24,15.00,20771,"10,000 - 24,999",20771.00,35.45,35 - 44,35.45,-0.19,Negligible Change,-0.19,0.35,Negligible Change,0.35,42984,"20,000 - 49,999",42984.00,0.23,Negligible Change,0.23,-0.05,Sparse Data,-0.05,306,100 - 499,306.00,(D),Less than 100,,(D),100 - 499,,152,100 - 499,152.00
20133,20133,0.33,Negligible Change,0.33,16,10 - 24,16.00,21458,"10,000 - 24,999",21458.00,41.45,35 - 44,41.45,0.04,Sparse Data,0.04,0.27,Negligible Change,0.27,35070,"20,000 - 49,999",35070.00,0.22,Sparse Data,0.22,-0.06,Sparse Data,-0.06,1671,"1,500 - 1,999",1671.00,(D),Less than 100,,(D),"1,500 - 1,999",,378,100 - 499,378.00
20135,20135,0.84,Negligible Change,0.84,6,Less than 10,6.00,18092,"10,000 - 24,999",18092.00,47.10,45 - 54,47.10,(D),Sparse Data,,(D),Negligible Change,,27034,"20,000 - 49,999",27034.00,(D),Sparse Data,,0.42,Sparse Data,0.42,(D),Less than 100,,0,Less than 100,0.00,(D),Less than 100,,178,100 - 499,178.00
20137,20137,-0.27,Negligible Change,-0.27,10,10 - 24,10.00,17250,"10,000 - 24,999",17250.00,36.06,35 - 44,36.06,0.00,Sparse Data,0.00,-0.06,Sparse Data,-0.06,40895,"20,000 - 49,999",40895.00,(D),Slight Decrease,,(D),Sparse Data,,88,Less than 100,88.00,0,Less than 100,0.00,88,Less than 100,88.00,309,100 - 499,309.00
20139,20139,-0.40,Negligible Change,-0.40,8,Less than 10,8.00,19805,"10,000 - 24,999",19805.00,53.40,45 - 54,53.40,0.70,Sparse Data,0.70,0.68,Negligible Change,0.68,25578,"20,000 - 49,999",25578.00,0.04,Sparse Data,0.04,0.00,Sparse Data,0.00,480,100 - 499,480.00,(D),Less than 100,,446,100 - 499,446.00,719,500 - 999,719.00
20141,20141,-0.07,Sparse Data,-0.07,7,Less than 10,7.00,14984,"10,000 - 24,999",14984.00,50.53,45 - 54,50.53,(D),Sparse Data,,(D),Negligible Change,,17523,"Less than 20,000",17523.00,(D),Sparse Data,,0.40,Sparse Data,0.40,452,100 - 499,452.00,12,Less than 100,12.00,440,100 - 499,440.00,72,Less than 100,72.00
20143,20143,0.46,Negligible Change,0.46,11,10 - 24,11.00,18404,"10,000 - 24,999",18404.00,38.22,35 - 44,38.22,(D),Sparse Data,,(D),Negligible Change,,47476,"20,000 - 49,999",47476.00,-14.79,Sparse Data,-14.79,0.35,Sparse Data,0.35,104,100 - 499,104.00,(D),Less than 100,,(D),Less than 100,,357,100 - 499,357.00
20145,20145,-0.46,Negligible Change,-0.46,16,10 - 24,16.00,6473,"Less than 10,000",6473.00,8.71,Less than 20,8.71,0.00,Sparse Data,0.00,0.47,Negligible Change,0.47,152178,"100,000 - 249,999",152178.00,-19.20,Sparse Data,-19.20,0.74,Sparse Data,0.74,205,100 - 499,205.00,0,Less than 100,0.00,205,100 - 499,205.00,41,Less than 100,41.00
20147,20147,-0.03,Sparse Data,-0.03,10,10 - 24,10.00,23867,"10,000 - 24,999",23867.00,49.30,45 - 54,49.30,(D),Sparse Data,,(D),Negligible Change,,31748,"20,000 - 49,999",31748.00,0.27,Sparse Data,0.27,-0.24,Sparse Data,-0.24,357,100 - 499,357.00,135,100 - 499,135.00,222,100 - 499,222.00,451,100 - 499,451.00
20149,20149,0.37,Negligible Change,0.37,15,10 - 24,15.00,26134,"25,000 - 49,999",26134.00,41.76,35 - 44,41.76,-0.13,Sparse Data,-0.13,0.29,Negligible Change,0.29,50182,"50,000 - 99,999",50182.00,0.90,Negligible Change,0.90,-0.02,Sparse Data,-0.02,662,500 - 999,662.00,95,Less than 100,95.00,567,500 - 999,567.00,940,500 - 999,940.00
20151,20151,0.28,Negligible Change,0.28,14,10 - 24,14.00,9722,"Less than 10,000",9722.00,15.25,Less than 20,15.25,(D),Sparse Data,,(D),Negligible Change,,120415,"100,000 - 249,999",120415.00,(D),Significant Decrease,,(D),Sparse Data,,457,100 - 499,457.00,0,Less than 100,0.00,457,100 - 499,457.00,231,100 - 499,231.00
20153,20153,0.39,Negligible Change,0.39,6,Less than 10,6.00,14589,"10,000 - 24,999",14589.00,42.42,35 - 44,42.42,(D),Sparse Data,,(D),Sparse Data,,33410,"20,000 - 49,999",33410.00,(D),Sparse Data,,(D),Sparse Data,,106,100 - 499,106.00,37,Less than 100,37.00,69,Less than 100,69.00,93,Less than 100,93.00
20155,20155,0.29,Negligible Change,0.29,11,10 - 24,11.00,28529,"25,000 - 49,999",28529.00,32.80,20 - 34,32.80,-0.17,Sparse Data,-0.17,0.53,Negligible Change,0.53,64555,"50,000 - 99,999",64555.00,0.17,Sparse Data,0.17,-0.08,Sparse Data,-0.08,1386,"1,000 - 1,499",1386.00,216,100 - 499,216.00,1072,"1,000 - 1,499",1072.00,1530,"1,500 - 1,999",1530.00
20157,20157,1.30,Slight Increase,1.30,14,10 - 24,14.00,13961,"10,000 - 24,999",13961.00,27.65,20 - 34,27.65,0.00,Sparse Data,0.00,0.35,Negligible Change,0.35,61353,"50,000 - 99,999",61353.00,(D),Sparse Data,,(D),Slight Increase,,179,100 - 499,179.00,0,Less than 100,0.00,(D),100 - 499,,233,100 - 499,233.00
20159,20159,0.73,Negligible Change,0.73,13,10 - 24,13.00,11107,"10,000 - 24,999",11107.00,18.32,Less than 20,18.32,-1.10,Sparse Data,-1.10,0.36,Negligible Change,0.36,78768,"50,000 - 99,999",78768.00,0.02,Sparse Data,0.02,0.81,Sparse Data,0.81,240,100 - 499,240.00,(D),Less than 100,,(D),100 - 499,,197,100 - 499,197.00
20161,20161,0.52,Negligible Change,0.52,14,10 - 24,14.00,13517,"10,000 - 24,999",13517.00,46.35,45 - 54,46.35,(D),Sparse Data,,(D),Negligible Change,,15601,"Less than 20,000",15601.00,(D),Sparse Data,,0.18,Sparse Data,0.18,1343,"1,000 - 1,499",1343.00,312,100 - 499,312.00,1021,"1,000 - 1,499",1021.00,360,100 - 499,360.00
20163,20163,-0.44,Negligible Change,-0.44,7,Less than 10,7.00,17670,"10,000 - 24,999",17670.00,46.01,45 - 54,46.01,0.00,Sparse Data,0.00,-0.15,Negligible Change,-0.15,28424,"20,000 - 49,999",28424.00,0.55,Sparse Data,0.55,-0.02,Sparse Data,-0.02,94,Less than 100,94.00,0,Less than 100,0.00,94,Less than 100,94.00,126,100 - 499,126.00
20165,20165,-0.96,Negligible Change,-0.96,5,Less than 10,5.00,10728,"10,000 - 24,999",10728.00,48.00,45 - 54,48.00,0.00,Sparse Data,0.00,0.20,Sparse Data,0.20,19225,"Less than 20,000",19225.00,(D),Sparse Data,,(D),Sparse Data,,290,100 - 499,290.00,0,Less than 100,0.00,290,100 - 499,290.00,123,100 - 499,123.00
20167,20167,0.31,Negligible Change,0.31,6,Less than 10,6.00,16523,"10,000 - 24,999",16523.00,55.03,55 - 64,55.03,(D),Sparse Data,,(D),Negligible Change,,18060,"Less than 20,000",18060.00,(D),Sparse Data,,0.13,Sparse Data,0.13,204,100 - 499,204.00,44,Less than 100,44.00,160,100 - 499,160.00,414,100 - 499,414.00
20169,20169,0.62,Negligible Change,0.62,8,Less than 10,8.00,11705,"10,000 - 24,999",11705.00,39.19,35 - 44,39.19,(D),Sparse Data,,(D),Sparse Data,,29139,"20,000 - 49,999",29139.00,-1.48,Sparse Data,-1.48,-0.10,Sparse Data,-0.10,375,100 - 499,375.00,18,Less than 100,18.00,357,100 - 499,357.00,406,100 - 499,406.00
20171,20171,0.90,Negligible Change,0.90,64,50 or more,64.00,6374,"Less than 10,000",6374.00,2.16,Less than 20,2.16,(D),Sparse Data,,(D),Sparse Data,,644213,"500,000 or more",644213.00,(D),Significant Decrease,,-0.48,Sparse Data,-0.48,(D),Less than 100,,0,Less than 100,0.00,(D),Less than 100,,311,100 - 499,311.00
20173,20173,-0.07,Sparse Data,-0.07,6,Less than 10,6.00,16193,"10,000 - 24,999",16193.00,55.73,55 - 64,55.73,0.35,Sparse Data,0.35,0.17,Sparse Data,0.17,16056,"Less than 20,000",16056.00,(D),Sparse Data,,-0.62,Negligible Change,-0.62,726,500 - 999,726.00,94,Less than 100,94.00,632,500 - 999,632.00,1728,"1,500 - 1,999",1728.00
20175,20175,-0.06,Negligible Change,-0.06,33,25 - 49,33.00,8074,"Less than 10,000",8074.00,6.68,Less than 20,6.68,(D),Sparse Data,,(D),Slight Decrease,,193921,"100,000 - 249,999",193921.00,(D),Slight Increase,,(D),Sparse Data,,(D),Less than 100,,(D),Less than 100,,0,Less than 100,0.00,252,100 - 499,252.00
20177,20177,0.94,Negligible Change,0.94,8,Less than 10,8.00,7768,"Less than 10,000",7768.00,50.97,45 - 54,50.97,(D),Sparse Data,,(D),Negligible Change,,9510,"Less than 20,000",9510.00,0.74,Sparse Data,0.74,-0.57,Sparse Data,-0.57,653,500 - 999,653.00,196,100 - 499,196.00,457,100 - 499,457.00,975,500 - 999,975.00
20179,20179,-0.40,Negligible Change,-0.40,20,10 - 24,20.00,15387,"10,000 - 24,999",15387.00,15.07,Less than 20,15.07,56.05,Sparse Data,56.05,0.25,Negligible Change,0.25,170786,"100,000 - 249,999",170786.00,(D),Sparse Data,,(D),Sparse Data,,348,100 - 499,348.00,(D),Less than 100,,(D),100 - 499,,50,Less than 100,50.00
20181,20181,-0.20,Sparse Data,-0.20,4,Less than 10,4.00,5711,"Less than 10,000",5711.00,21.59,20 - 34,21.59,56.05,Sparse Data,56.05,0.32,Sparse Data,0.32,30734,"20,000 - 49,999",30734.00,(D),Sparse Data,,0.99,Sparse Data,0.99,238,100 - 499,238.00,0,Less than 100,0.00,238,100 - 499,238.00,305,100 - 499,305.00
20183,20183,-0.20,Sparse Data,-0.20,6,Less than 10,6.00,16184,"10,000 - 24,999",16184.00,51.47,45 - 54,51.47,(D),Sparse Data,,(D),Sparse Data,,23762,"20,000 - 49,999",23762.00,(D),Sparse Data,,0.43,Sparse Data,0.43,218,100 - 499,218.00,(D),Less than 100,,197,100 - 499,197.00,132,100 - 499,132.00
20185,20185,0.24,Negligible Change,0.24,11,10 - 24,11.00,9506,"Less than 10,000",9506.00,17.99,Less than 20,17.99,0.00,Sparse Data,0.00,-0.44,Negligible Change,-0.44,78221,"50,000 - 99,999",78221.00,-19.17,Sparse Data,-19.17,0.11,Sparse Data,0.11,120,100 - 499,120.00,32,Less than 100,32.00,88,Less than 100,88.00,256,100 - 499,256.00
20187,20187,0.37,Negligible Change,0.37,5,Less than 10,5.00,6392,"Less than 10,000",6392.00,27.76,20 - 34,27.76,(D),Sparse Data,,(D),Sparse Data,,35096,"20,000 - 49,999",35096.00,(D),Significant Decrease,,(D),Sparse Data,,0,Less than 100,0.00,0,Less than 100,0.00,0,Less than 100,0.00,13,Less than 100,13.00
20189,20189,0.59,Negligible Change,0.59,10,10 - 24,10.00,9010,"Less than 10,000",9010.00,19.85,Less than 20,19.85,(D),Sparse Data,,(D),Negligible Change,,106820,"100,000 - 249,999",106820.00,(D),Negligible Change,,(D),Sparse Data,,(D),Less than 100,,0,Less than 100,0.00,(D),Less than 100,,236,100 - 499,236.00
20191,20191,0.08,Sparse Data,0.08,4,Less than 10,4.00,13934,"10,000 - 24,999",13934.00,46.56,45 - 54,46.56,(D),Sparse Data,,(D),Negligible Change,,17968,"Less than 20,000",17968.00,-1.93,Sparse Data,-1.93,0.42,Sparse Data,0.42,1110,"1,000 - 1,499",1110.00,49,Less than 100,49.00,1061,"1,000 - 1,499",1061.00,402,100 - 499,402.00
20193,20193,0.53,Negligible Change,0.53,9,Less than 10,9.00,11022,"10,000 - 24,999",11022.00,18.22,Less than 20,18.22,(D),Sparse Data,,(D),Negligible Change,,76804,"50,000 - 99,999",76804.00,(D),Sparse Data,,0.08,Sparse Data,0.08,288,100 - 499,288.00,0,Less than 100,0.00,288,100 - 499,288.00,266,100 - 499,266.00
20195,20195,0.14,Sparse Data,0.14,5,Less than 10,5.00,16482,"10,000 - 24,999",16482.00,58.65,55 - 64,58.65,(D),Sparse Data,,(D),Negligible Change,,24887,"20,000 - 49,999",24887.00,1.31,Sparse Data,1.31,-1.12,Sparse Data,-1.12,(D),Less than 100,,0,Less than 100,0.00,(D),Less than 100,,166,100 - 499,166.00
20197,20197,0.31,Negligible Change,0.31,13,10 - 24,13.00,20156,"10,000 - 24,999",20156.00,42.46,35 - 44,42.46,1.84,Sparse Data,1.84,0.46,Negligible Change,0.46,36775,"20,000 - 49,999",36775.00,0.53,Sparse Data,0.53,0.12,Sparse Data,0.12,454,100 - 499,454.00,15,Less than 100,15.00,403,100 - 499,403.00,606,500 - 999,606.00
20199,20199,0.02,Sparse Data,0.02,4,Less than 10,4.00,9128,"Less than 10,000",9128.00,55.16,55 - 64,55.16,(D),Sparse Data,,(D),Negligible Change,,9604,"Less than 20,000",9604.00,(D),Significant Decrease,,(D),Sparse Data,,74,Less than 100,74.00,(D),Less than 100,,(D),Less than 100,,187,100 - 499,187.00
20201,20201,0.06,Sparse Data,0.06,14,10 - 24,14.00,30906,"25,000 - 49,999",30906.00,42.94,35 - 44,42.94,0.14,Sparse Data,0.14,0.31,Negligible Change,0.31,53835,"50,000 - 99,999",53835.00,0.13,Sparse Data,0.13,0.54,Sparse Data,0.54,622,500 - 999,622.00,136,100 - 499,136.00,486,100 - 499,486.00,195,100 - 499,195.00
20203,20203,-0.22,Negligible Change,-0.22,29,25 - 49,29.00,4361,"Less than 10,000",4361.00,3.39,Less than 20,3.39,0.00,Sparse Data,0.00,-0.55,Negligible Change,-0.55,274975,"250,000 - 499,999",274975.00,(D),Negligible Change,,(D),Sparse Data,,195,100 - 499,195.00,0,Less than 100,0.00,195,100 - 499,195.00,194,100 - 499,194.00
20205,20205,1.06,Slight Increase,1.06,8,Less than 10,8.00,13842,"10,000 - 24,999",13842.00,59.58,55 - 64,59.58,-0.55,Sparse Data,-0.55,0.57,Negligible Change,0.57,14083,"Less than 20,000",14083.00,(D),Sparse Data,,0.40,Sparse Data,0.40,492,100 - 499,492.00,0,Less than 100,0.00,492,100 - 499,492.00,249,100 - 499,249.00
20207,20207,-0.70,Negligible Change,-0.70,11,10 - 24,11.00,14165,"10,000 - 24,999",14165.00,46.91,45 - 54,46.91,(D),Sparse Data,,(D),Negligible Change,,23904,"20,000 - 49,999",23904.00,-2.27,Sparse Data,-2.27,0.17,Sparse Data,0.17,154,100 - 499,154.00,(D),Less than 100,,(D),100 - 499,,283,100 - 499,283.00
20209,20209,-1.19,Sparse Data,-1.19,7,Less than 10,7.00,569,"Less than 10,000",569.00,64.37,55 - 64,64.37,0.00,Sparse Data,0.00,-0.82,Sparse Data,-0.82,470,"Less than 20,000",470.00,(D),Sparse Data,,-0.05,Sparse Data,-0.05,475,100 - 499,475.00,40,Less than 100,40.00,435,100 - 499,435.00,224,100 - 499,224.00
21001,21001,-0.12,Sparse Data,-0.12,24,10 - 24,24.00,23520,"10,000 - 24,999",23520.00,55.78,55 - 64,55.78,-0.10,Sparse Data,-0.10,0.00,Sparse Data,0.00,19453,"Less than 20,000",19453.00,-11.33,Sparse Data,-11.33,-0.52,Sparse Data,-0.52,909,500 - 999,909.00,313,100 - 499,313.00,596,500 - 999,596.00,1407,"1,000 - 1,499",1407.00
21003,21003,0.59,Negligible Change,0.59,29,25 - 49,29.00,21932,"10,000 - 24,999",21932.00,45.57,45 - 54,45.57,1.50,Sparse Data,1.50,0.58,Negligible Change,0.58,49952,"20,000 - 49,999",49952.00,-11.42,Sparse Data,-11.42,0.32,Negligible Change,0.32,827,500 - 999,827.00,6,Less than 100,6.00,817,500 - 999,817.00,2296,"2,000 or more",2296.00
21005,21005,-0.01,Sparse Data,-0.01,19,10 - 24,19.00,8276,"Less than 10,000",8276.00,52.16,45 - 54,52.16,-0.59,Sparse Data,-0.59,0.39,Sparse Data,0.39,7706,"Less than 20,000",7706.00,16.38,Sparse Data,16.38,0.34,Sparse Data,0.34,310,100 - 499,310.00,(D),Less than 100,,207,100 - 499,207.00,943,500 - 999,943.00
21007,21007,-0.52,Sparse Data,-0.52,5,Less than 10,5.00,3036,"Less than 10,000",3036.00,61.12,55 - 64,61.12,(D),Sparse Data,,(D),Sparse Data,,2740,"Less than 20,000",2740.00,(D),Sparse Data,,-0.64,Sparse Data,-0.64,122,100 - 499,122.00,(D),Less than 100,,(D),Less than 100,,173,100 - 499,173.00
21009,21009,0.00,Sparse Data,0.00,34,25 - 49,34.00,44973,"25,000 - 49,999",44973.00,52.57,45 - 54,52.57,0.05,Sparse Data,0.05,0.45,Negligible Change,0.45,40913,"20,000 - 49,999",40913.00,0.12,Sparse Data,0.12,-0.69,Sparse Data,-0.69,1367,"1,000 - 1,499",1367.00,46,Less than 100,46.00,1303,"1,000 - 1,499",1303.00,1606,"1,500 - 1,999",1606.00
21011,21011,-0.20,Sparse Data,-0.20,24,10 - 24,24.00,16031,"10,000 - 24,999",16031.00,52.78,45 - 54,52.78,(D),Sparse Data,,(D),Negligible Change,,18238,"Less than 20,000",18238.00,28.01,Sparse Data,28.01,0.09,Sparse Data,0.09,663,500 - 999,663.00,81,Less than 100,81.00,534,500 - 999,534.00,739,500 - 999,739.00
21013,21013,0.98,Sparse Data,0.98,6,Less than 10,6.00,622,"Less than 10,000",622.00,65.06,65 or more,65.06,(D),Sparse Data,,(D),Sparse Data,,344,"Less than 20,000",344.00,(D),Sparse Data,,0.55,Sparse Data,0.55,340,100 - 499,340.00,166,100 - 499,166.00,174,100 - 499,174.00,96,Less than 100,96.00
21015,21015,-0.95,Sparse Data,-0.95,10,10 - 24,10.00,5050,"Less than 10,000",5050.00,61.21,55 - 64,61.21,(D),Sparse Data,,(D),Sparse Data,,3685,"Less than 20,000",3685.00,1.11,Sparse Data,1.11,-0.05,Sparse Data,-0.05,230,100 - 499,230.00,82,Less than 100,82.00,148,100 - 499,148.00,1354,"1,000 - 1,499",1354.00
21017,21017,-0.19,Negligible Change,-0.19,31,25 - 49,31.00,22822,"10,000 - 24,999",22822.00,43.32,35 - 44,43.32,-2.54,Sparse Data,-2.54,0.18,Sparse Data,0.18,33260,"20,000 - 49,999",33260.00,2.08,Sparse Data,2.08,-0.18,Sparse Data,-0.18,956,500 - 999,956.00,55,Less than 100,55.00,885,500 - 999,885.00,7925,"2,000 or more",7925.00
21019,21019,-0.56,Sparse Data,-0.56,9,Less than 10,9.00,1164,"Less than 10,000",1164.00,66.70,65 or more,66.70,(D),Sparse Data,,(D),Sparse Data,,722,"Less than 20,000",722.00,-6.73,Sparse Data,-6.73,0.23,Sparse Data,0.23,186,100 - 499,186.00,61,Less than 100,61.00,125,100 - 499,125.00,320,100 - 499,320.00
21021,21021,-0.41,Negligible Change,-0.41,40,25 - 49,40.00,9681,"Less than 10,000",9681.00,27.56,20 - 34,27.56,-3.97,Sparse Data,-3.97,-0.68,Negligible Change,-0.68,24347,"20,000 - 49,999",24347.00,26.96,Sparse Data,26.96,0.50,Negligible Change,0.50,806,500 - 999,806.00,122,100 - 499,122.00,684,500 - 999,684.00,832,500 - 999,832.00
21023,21023,-0.14,Sparse Data,-0.14,14,10 - 24,14.00,7294,"Less than 10,000",7294.00,60.55,55 - 64,60.55,-0.25,Sparse Data,-0.25,0.08,Sparse Data,0.08,4811,"Less than 20,000",4811.00,7.43,Sparse Data,7.43,0.52,Sparse Data,0.52,208,100 - 499,208.00,26,Less than 100,26.00,182,100 - 499,182.00,450,100 - 499,450.00
21025,21025,0.03,Sparse Data,0.03,4,Less than 10,4.00,525,"Less than 10,000",525.00,59.39,55 - 64,59.39,3.27,Sparse Data,3.27,-0.07,Sparse Data,-0.07,259,"Less than 20,000",259.00,15.02,Sparse Data,15.02,(D),Sparse Data,,310,100 - 499,310.00,(D),Less than 100,,(D),100 - 499,,190,100 - 499,190.00
21027,21027,0.28,Negligible Change,0.28,16,10 - 24,16.00,23985,"10,000 - 24,999",23985.00,55.63,55 - 64,55.63,0.08,Sparse Data,0.08,0.48,Negligible Change,0.48,19109,"Less than 20,000",19109.00,-10.29,Sparse Data,-10.29,0.05,Sparse Data,0.05,1025,"1,000 - 1,499",1025.00,99,Less than 100,99.00,922,500 - 999,922.00,1176,"1,000 - 1,499",1176.00
21029,21029,0.02,Sparse Data,0.02,14,10 - 24,14.00,3719,"Less than 10,000",3719.00,59.14,55 - 64,59.14,(D),Sparse Data,,(D),Sparse Data,,2691,"Less than 20,000",2691.00,-13.50,Sparse Data,-13.50,-0.33,Sparse Data,-0.33,263,100 - 499,263.00,58,Less than 100,58.00,187,100 - 499,187.00,842,500 - 999,842.00
21031,21031,-0.06,Sparse Data,-0.06,9,Less than 10,9.00,7235,"Less than 10,000",7235.00,53.91,45 - 54,53.91,(D),Sparse Data,,(D),Sparse Data,,6839,"Less than 20,000",6839.00,(D),Sparse Data,,0.17,Sparse Data,0.17,496,100 - 499,496.00,26,Less than 100,26.00,470,100 - 499,470.00,505,500 - 999,505.00
21033,21033,-0.67,Sparse Data,-0.67,6,Less than 10,6.00,4833,"Less than 10,000",4833.00,57.48,55 - 64,57.48,(D),Sparse Data,,(D),Sparse Data,,3672,"Less than 20,000",3672.00,-12.38,Sparse Data,-12.38,0.07,Sparse Data,0.07,321,100 - 499,321.00,0,Less than 100,0.00,321,100 - 499,321.00,835,500 - 999,835.00
21035,21035,0.61,Sparse Data,0.61,6,Less than 10,6.00,4113,"Less than 10,000",4113.00,47.84,45 - 54,47.84,-4.45,Sparse Data,-4.45,0.54,Sparse Data,0.54,5055,"Less than 20,000",5055.00,(D),Significant Increase,,-0.08,Sparse Data,-0.08,487,100 - 499,487.00,(D),Less than 100,,395,100 - 499,395.00,717,500 - 999,717.00
21037,21037,0.05,Sparse Data,0.05,16,10 - 24,16.00,3906,"Less than 10,000",3906.00,51.71,45 - 54,51.71,(D),Sparse Data,,(D),Sparse Data,,3839,"Less than 20,000",3839.00,-9.74,Sparse Data,-9.74,0.37,Sparse Data,0.37,532,500 - 999,532.00,87,Less than 100,87.00,445,100 - 499,445.00,715,500 - 999,715.00
21039,21039,0.61,Sparse Data,0.61,5,Less than 10,5.00,2324,"Less than 10,000",2324.00,57.71,55 - 64,57.71,-3.11,Sparse Data,-3.11,0.61,Sparse Data,0.61,1475,"Less than 20,000",1475.00,2.34,Sparse Data,2.34,0.33,Sparse Data,0.33,149,100 - 499,149.00,26,Less than 100,26.00,123,100 - 499,123.00,237,100 - 499,237.00
21041,21041,-0.75,Sparse Data,-0.75,13,10 - 24,13.00,3674,"Less than 10,000",3674.00,56.19,55 - 64,56.19,3.27,Sparse Data,3.27,-0.97,Sparse Data,-0.97,3271,"Less than 20,000",3271.00,14.38,Sparse Data,14.38,0.03,Sparse Data,0.03,220,100 - 499,220.00,0,Less than 100,0.00,(D),100 - 499,,290,100 - 499,290.00
21043,21043,-0.79,Negligible Change,-0.79,13,10 - 24,13.00,6853,"Less than 10,000",6853.00,59.38,55 - 64,59.38,0.27,Sparse Data,0.27,0.41,Sparse Data,0.41,5411,"Less than 20,000",5411.00,-9.97,Sparse Data,-9.97,-0.14,Sparse Data,-0.14,799,500 - 999,799.00,26,Less than 100,26.00,767,500 - 999,767.00,584,500 - 999,584.00
21045,21045,-0.15,Sparse Data,-0.15,20,10 - 24,20.00,19230,"10,000 - 24,999",19230.00,53.81,45 - 54,53.81,-0.87,Sparse Data,-0.87,0.12,Sparse Data,0.12,14362,"Less than 20,000",14362.00,-10.28,Sparse Data,-10.28,-0.16,Sparse Data,-0.16,465,100 - 499,465.00,(D),Less than 100,,380,100 - 499,380.00,851,500 - 999,851.00
21047,21047,-0.45,Negligible Change,-0.45,8,Less than 10,8.00,12223,"10,000 - 24,999",12223.00,46.16,45 - 54,46.16,0.21,Sparse Data,0.21,-0.34,Sparse Data,-0.34,15737,"Less than 20,000",15737.00,11.01,Sparse Data,11.01,0.35,Sparse Data,0.35,568,500 - 999,568.00,134,100 - 499,134.00,434,100 - 499,434.00,1448,"1,000 - 1,499",1448.00
21049,21049,0.14,Sparse Data,0.14,25,25 - 49,25.00,17171,"10,000 - 24,999",17171.00,47.10,45 - 54,47.10,1.78,Sparse Data,1.78,0.32,Negligible Change,0.32,17865,"Less than 20,000",17865.00,1.70,Sparse Data,1.70,0.19,Sparse Data,0.19,503,500 - 999,503.00,206,100 - 499,206.00,207,100 - 499,207.00,1158,"1,000 - 1,499",1158.00
21051,21051,0.12,Sparse Data,0.12,6,Less than 10,6.00,1663,"Less than 10,000",1663.00,62.01,55 - 64,62.01,(D),Sparse Data,,(D),Sparse Data,,1085,"Less than 20,000",1085.00,(D),Sparse Data,,0.32,Sparse Data,0.32,434,100 - 499,434.00,(D),Less than 100,,416,100 - 499,416.00,75,Less than 100,75.00
