FIPS,FIPSTEXT,y17_M110_valueText,y17_M110_classRange,y17_M110_valueNumeric,y17_M111_valueText,y17_M111_classRange,y17_M111_valueNumeric,y17_M112_valueText,y17_M112_classRange,y17_M112_valueNumeric,y17_M113_valueText,y17_M113_classRange,y17_M113_valueNumeric,y17_M114_valueText,y17_M114_classRange,y17_M114_valueNumeric,y17_M115_valueText,y17_M115_classRange,y17_M115_valueNumeric,y17_M116_valueText,y17_M116_classRange,y17_M116_valueNumeric,y17_M117_valueText,y17_M117_classRange,y17_M117_valueNumeric,y17_M118_valueText,y17_M118_classRange,y17_M118_valueNumeric,y17_M119_valueText,y17_M119_classRange,y17_M119_valueNumeric,y17_M120_valueText,y17_M120_classRange,y17_M120_valueNumeric,y17_M121_valueText,y17_M121_classRange,y17_M121_valueNumeric,y17_M122_valueText,y17_M122_classRange,y17_M122_valueNumeric
21053,21053,0.32,Sparse Data,0.32,35,25 - 49,35.00,11274,"10,000 - 24,999",11274.00,48.97,45 - 54,48.97,(D),Sparse Data,,(D),Sparse Data,,13471,"Less than 20,000",13471.00,-13.44,Sparse Data,-13.44,(D),Sparse Data,,(D),500 - 999,,0,Less than 100,0.00,(D),500 - 999,,376,100 - 499,376.00
21055,21055,0.03,Sparse Data,0.03,8,Less than 10,8.00,7955,"Less than 10,000",7955.00,60.55,55 - 64,60.55,-1.57,Sparse Data,-1.57,0.20,Sparse Data,0.20,6136,"Less than 20,000",6136.00,(D),Sparse Data,,0.12,Sparse Data,0.12,1505,"1,500 - 1,999",1505.00,(D),Less than 100,,1411,"1,000 - 1,499",1411.00,507,500 - 999,507.00
21057,21057,0.75,Sparse Data,0.75,13,10 - 24,13.00,6335,"Less than 10,000",6335.00,59.19,55 - 64,59.19,1.64,Sparse Data,1.64,0.73,Sparse Data,0.73,4673,"Less than 20,000",4673.00,-4.38,Sparse Data,-4.38,-0.02,Sparse Data,-0.02,299,100 - 499,299.00,(D),Less than 100,,(D),100 - 499,,323,100 - 499,323.00
21059,21059,-0.53,Sparse Data,-0.53,5,Less than 10,5.00,6617,"Less than 10,000",6617.00,55.38,55 - 64,55.38,(D),Sparse Data,,(D),Negligible Change,,5623,"Less than 20,000",5623.00,(D),Significant Increase,,0.24,Sparse Data,0.24,633,500 - 999,633.00,(D),100 - 499,,504,500 - 999,504.00,538,500 - 999,538.00
21061,21061,-0.07,Sparse Data,-0.07,20,10 - 24,20.00,8514,"Less than 10,000",8514.00,51.85,45 - 54,51.85,(D),Sparse Data,,(D),Sparse Data,,12608,"Less than 20,000",12608.00,-5.12,Sparse Data,-5.12,(D),Sparse Data,,521,500 - 999,521.00,24,Less than 100,24.00,467,100 - 499,467.00,525,500 - 999,525.00
21063,21063,0.14,Sparse Data,0.14,12,10 - 24,12.00,4016,"Less than 10,000",4016.00,62.38,55 - 64,62.38,(D),Sparse Data,,(D),Sparse Data,,3154,"Less than 20,000",3154.00,9.47,Sparse Data,9.47,-0.38,Sparse Data,-0.38,484,100 - 499,484.00,(D),Less than 100,,379,100 - 499,379.00,246,100 - 499,246.00
21065,21065,0.44,Sparse Data,0.44,14,10 - 24,14.00,4084,"Less than 10,000",4084.00,55.01,55 - 64,55.01,1.56,Sparse Data,1.56,0.52,Sparse Data,0.52,3240,"Less than 20,000",3240.00,(D),Sparse Data,,-0.92,Sparse Data,-0.92,577,500 - 999,577.00,(D),Less than 100,,565,500 - 999,565.00,316,100 - 499,316.00
21067,21067,-1.33,Slight Decrease,-1.33,10,10 - 24,10.00,5435,"Less than 10,000",5435.00,48.57,45 - 54,48.57,(D),Sparse Data,,(D),Sparse Data,,7264,"Less than 20,000",7264.00,(D),Sparse Data,,-0.08,Sparse Data,-0.08,96,Less than 100,96.00,0,Less than 100,0.00,96,Less than 100,96.00,12661,"2,000 or more",12661.00
21069,21069,-0.88,Negligible Change,-0.88,26,25 - 49,26.00,20181,"10,000 - 24,999",20181.00,45.74,45 - 54,45.74,-1.49,Slight Decrease,-1.49,0.25,Sparse Data,0.25,33230,"20,000 - 49,999",33230.00,-9.17,Sparse Data,-9.17,-0.03,Sparse Data,-0.03,1049,"1,000 - 1,499",1049.00,54,Less than 100,54.00,988,500 - 999,988.00,1351,"1,000 - 1,499",1351.00
21071,21071,1.26,Sparse Data,1.26,5,Less than 10,5.00,265,"Less than 10,000",265.00,57.99,55 - 64,57.99,(D),Sparse Data,,(D),Sparse Data,,192,"Less than 20,000",192.00,(D),Sparse Data,,0.61,Sparse Data,0.61,274,100 - 499,274.00,36,Less than 100,36.00,234,100 - 499,234.00,258,100 - 499,258.00
21073,21073,-0.37,Sparse Data,-0.37,21,10 - 24,21.00,6704,"Less than 10,000",6704.00,43.71,35 - 44,43.71,-1.64,Sparse Data,-1.64,-0.45,Sparse Data,-0.45,10122,"Less than 20,000",10122.00,33.34,Sparse Data,33.34,0.14,Sparse Data,0.14,921,500 - 999,921.00,82,Less than 100,82.00,821,500 - 999,821.00,699,500 - 999,699.00
21075,21075,-3.85,Sparse Data,-3.85,1,Less than 10,1.00,252,"Less than 10,000",252.00,45.24,45 - 54,45.24,0.00,Sparse Data,0.00,-4.06,Sparse Data,-4.06,287,"Less than 20,000",287.00,(D),Sparse Data,,-2.18,Sparse Data,-2.18,102,100 - 499,102.00,0,Less than 100,0.00,102,100 - 499,102.00,47,Less than 100,47.00
21077,21077,-0.48,Sparse Data,-0.48,10,10 - 24,10.00,2091,"Less than 10,000",2091.00,65.22,65 or more,65.22,(D),Sparse Data,,(D),Sparse Data,,1313,"Less than 20,000",1313.00,28.11,Sparse Data,28.11,0.61,Sparse Data,0.61,62,Less than 100,62.00,54,Less than 100,54.00,8,Less than 100,8.00,196,100 - 499,196.00
21079,21079,0.16,Sparse Data,0.16,34,25 - 49,34.00,21021,"10,000 - 24,999",21021.00,44.49,35 - 44,44.49,-4.58,Sparse Data,-4.58,0.73,Negligible Change,0.73,27896,"20,000 - 49,999",27896.00,0.00,Sparse Data,0.00,0.25,Sparse Data,0.25,373,100 - 499,373.00,155,100 - 499,155.00,218,100 - 499,218.00,1125,"1,000 - 1,499",1125.00
21081,21081,0.16,Sparse Data,0.16,16,10 - 24,16.00,8939,"Less than 10,000",8939.00,59.16,55 - 64,59.16,(D),Sparse Data,,(D),Sparse Data,,5791,"Less than 20,000",5791.00,18.16,Sparse Data,18.16,-0.36,Sparse Data,-0.36,696,500 - 999,696.00,132,100 - 499,132.00,556,500 - 999,556.00,976,500 - 999,976.00
21083,21083,-0.84,Negligible Change,-0.84,6,Less than 10,6.00,6249,"Less than 10,000",6249.00,42.34,35 - 44,42.34,0.52,Sparse Data,0.52,-0.22,Sparse Data,-0.22,9520,"Less than 20,000",9520.00,(D),Sparse Data,,0.45,Negligible Change,0.45,516,500 - 999,516.00,100,100 - 499,100.00,416,100 - 499,416.00,839,500 - 999,839.00
21085,21085,0.24,Sparse Data,0.24,18,10 - 24,18.00,20422,"10,000 - 24,999",20422.00,53.88,45 - 54,53.88,-0.14,Sparse Data,-0.14,0.37,Negligible Change,0.37,22075,"20,000 - 49,999",22075.00,2.40,Sparse Data,2.40,0.07,Sparse Data,0.07,546,500 - 999,546.00,121,100 - 499,121.00,410,100 - 499,410.00,1414,"1,000 - 1,499",1414.00
21087,21087,-0.25,Sparse Data,-0.25,18,10 - 24,18.00,16102,"10,000 - 24,999",16102.00,56.86,55 - 64,56.86,-1.36,Slight Decrease,-1.36,0.13,Sparse Data,0.13,16127,"Less than 20,000",16127.00,-1.80,Sparse Data,-1.80,0.11,Sparse Data,0.11,330,100 - 499,330.00,90,Less than 100,90.00,240,100 - 499,240.00,584,500 - 999,584.00
21089,21089,-0.18,Sparse Data,-0.18,10,10 - 24,10.00,4640,"Less than 10,000",4640.00,60.50,55 - 64,60.50,(D),Sparse Data,,(D),Sparse Data,,3156,"Less than 20,000",3156.00,-4.70,Sparse Data,-4.70,0.13,Sparse Data,0.13,773,500 - 999,773.00,102,100 - 499,102.00,629,500 - 999,629.00,929,500 - 999,929.00
21091,21091,-0.07,Sparse Data,-0.07,12,10 - 24,12.00,2963,"Less than 10,000",2963.00,53.11,45 - 54,53.11,(D),Sparse Data,,(D),Sparse Data,,2387,"Less than 20,000",2387.00,(D),Sparse Data,,0.39,Sparse Data,0.39,263,100 - 499,263.00,47,Less than 100,47.00,216,100 - 499,216.00,253,100 - 499,253.00
21093,21093,-0.16,Sparse Data,-0.16,15,10 - 24,15.00,17724,"10,000 - 24,999",17724.00,58.07,55 - 64,58.07,-0.95,Sparse Data,-0.95,0.05,Sparse Data,0.05,13606,"Less than 20,000",13606.00,1.09,Sparse Data,1.09,-0.36,Sparse Data,-0.36,1009,"1,000 - 1,499",1009.00,48,Less than 100,48.00,919,500 - 999,919.00,1406,"1,000 - 1,499",1406.00
21095,21095,-2.87,Sparse Data,-2.87,2,Less than 10,2.00,59,"Less than 10,000",59.00,51.75,45 - 54,51.75,0.00,Sparse Data,0.00,-2.71,Sparse Data,-2.71,19,"Less than 20,000",19.00,(D),Sparse Data,,(D),Sparse Data,,150,100 - 499,150.00,(D),Less than 100,,(D),100 - 499,,(D),Less than 100,
21097,21097,-0.09,Sparse Data,-0.09,20,10 - 24,20.00,18119,"10,000 - 24,999",18119.00,53.87,45 - 54,53.87,0.16,Sparse Data,0.16,0.34,Negligible Change,0.34,19836,"Less than 20,000",19836.00,2.39,Sparse Data,2.39,0.28,Sparse Data,0.28,805,500 - 999,805.00,130,100 - 499,130.00,634,500 - 999,634.00,1327,"1,000 - 1,499",1327.00
21099,21099,-0.28,Negligible Change,-0.28,21,10 - 24,21.00,19655,"10,000 - 24,999",19655.00,55.22,55 - 64,55.22,-1.97,Significant Decrease,-1.97,0.29,Negligible Change,0.29,15793,"Less than 20,000",15793.00,-11.45,Sparse Data,-11.45,-0.03,Sparse Data,-0.03,1085,"1,000 - 1,499",1085.00,111,100 - 499,111.00,974,500 - 999,974.00,2062,"2,000 or more",2062.00
21101,21101,0.62,Sparse Data,0.62,4,Less than 10,4.00,4266,"Less than 10,000",4266.00,54.78,45 - 54,54.78,(D),Sparse Data,,(D),Sparse Data,,4027,"Less than 20,000",4027.00,(D),Sparse Data,,0.29,Sparse Data,0.29,355,100 - 499,355.00,(D),Less than 100,,(D),100 - 499,,717,500 - 999,717.00
21103,21103,0.59,Negligible Change,0.59,21,10 - 24,21.00,14256,"10,000 - 24,999",14256.00,52.80,45 - 54,52.80,0.86,Sparse Data,0.86,0.43,Negligible Change,0.43,13447,"Less than 20,000",13447.00,20.37,Sparse Data,20.37,-0.45,Negligible Change,-0.45,907,500 - 999,907.00,(D),Less than 100,,784,500 - 999,784.00,1233,"1,000 - 1,499",1233.00
21105,21105,-0.92,Sparse Data,-0.92,2,Less than 10,2.00,539,"Less than 10,000",539.00,19.98,Less than 20,19.98,(D),Sparse Data,,(D),Sparse Data,,2421,"Less than 20,000",2421.00,5.72,Sparse Data,5.72,-0.16,Sparse Data,-0.16,(D),Less than 100,,(D),Less than 100,,(D),Less than 100,,201,100 - 499,201.00
21107,21107,-0.57,Sparse Data,-0.57,6,Less than 10,6.00,4903,"Less than 10,000",4903.00,59.25,55 - 64,59.25,(D),Sparse Data,,(D),Sparse Data,,3833,"Less than 20,000",3833.00,(D),Significant Decrease,,0.22,Sparse Data,0.22,743,500 - 999,743.00,300,100 - 499,300.00,443,100 - 499,443.00,834,500 - 999,834.00
21109,21109,-1.47,Slight Decrease,-1.47,13,10 - 24,13.00,5825,"Less than 10,000",5825.00,59.08,55 - 64,59.08,-3.84,Sparse Data,-3.84,-0.28,Sparse Data,-0.28,4746,"Less than 20,000",4746.00,-13.35,Sparse Data,-13.35,0.38,Sparse Data,0.38,373,100 - 499,373.00,122,100 - 499,122.00,218,100 - 499,218.00,635,500 - 999,635.00
21111,21111,-0.20,Sparse Data,-0.20,12,10 - 24,12.00,1373,"Less than 10,000",1373.00,56.69,55 - 64,56.69,(D),Sparse Data,,(D),Sparse Data,,954,"Less than 20,000",954.00,-7.07,Sparse Data,-7.07,-0.12,Sparse Data,-0.12,326,100 - 499,326.00,44,Less than 100,44.00,282,100 - 499,282.00,1013,"1,000 - 1,499",1013.00
21113,21113,-0.96,Negligible Change,-0.96,22,10 - 24,22.00,8857,"Less than 10,000",8857.00,53.15,45 - 54,53.15,-4.01,Sparse Data,-4.01,0.53,Sparse Data,0.53,9004,"Less than 20,000",9004.00,(D),Sparse Data,,0.02,Sparse Data,0.02,1047,"1,000 - 1,499",1047.00,158,100 - 499,158.00,877,500 - 999,877.00,3536,"2,000 or more",3536.00
21115,21115,-1.27,Sparse Data,-1.27,6,Less than 10,6.00,783,"Less than 10,000",783.00,60.93,55 - 64,60.93,(D),Sparse Data,,(D),Sparse Data,,452,"Less than 20,000",452.00,11.95,Sparse Data,11.95,0.61,Sparse Data,0.61,435,100 - 499,435.00,27,Less than 100,27.00,388,100 - 499,388.00,234,100 - 499,234.00
21117,21117,-0.12,Sparse Data,-0.12,16,10 - 24,16.00,3707,"Less than 10,000",3707.00,61.43,55 - 64,61.43,(D),Sparse Data,,(D),Sparse Data,,2620,"Less than 20,000",2620.00,12.95,Sparse Data,12.95,0.42,Sparse Data,0.42,304,100 - 499,304.00,(D),Less than 100,,257,100 - 499,257.00,566,500 - 999,566.00
21119,21119,-0.10,Sparse Data,-0.10,5,Less than 10,5.00,382,"Less than 10,000",382.00,56.85,55 - 64,56.85,(D),Sparse Data,,(D),Sparse Data,,353,"Less than 20,000",353.00,(D),Sparse Data,,(D),Sparse Data,,(D),Less than 100,,0,Less than 100,0.00,(D),Less than 100,,136,100 - 499,136.00
21121,21121,1.14,Sparse Data,1.14,10,10 - 24,10.00,2525,"Less than 10,000",2525.00,62.13,55 - 64,62.13,(D),Sparse Data,,(D),Sparse Data,,1513,"Less than 20,000",1513.00,(D),Sparse Data,,0.48,Sparse Data,0.48,347,100 - 499,347.00,(D),Less than 100,,269,100 - 499,269.00,457,100 - 499,457.00
21123,21123,-0.41,Sparse Data,-0.41,16,10 - 24,16.00,10212,"10,000 - 24,999",10212.00,56.32,55 - 64,56.32,-2.42,Sparse Data,-2.42,-0.05,Sparse Data,-0.05,9181,"Less than 20,000",9181.00,(D),Sparse Data,,-0.27,Sparse Data,-0.27,776,500 - 999,776.00,24,Less than 100,24.00,752,500 - 999,752.00,791,500 - 999,791.00
21125,21125,-0.18,Sparse Data,-0.18,22,10 - 24,22.00,11115,"10,000 - 24,999",11115.00,55.16,55 - 64,55.16,-4.19,Sparse Data,-4.19,-0.17,Sparse Data,-0.17,11432,"Less than 20,000",11432.00,-14.03,Sparse Data,-14.03,-0.11,Sparse Data,-0.11,858,500 - 999,858.00,208,100 - 499,208.00,620,500 - 999,620.00,765,500 - 999,765.00
21127,21127,0.24,Sparse Data,0.24,6,Less than 10,6.00,1859,"Less than 10,000",1859.00,60.77,55 - 64,60.77,-1.34,Sparse Data,-1.34,0.39,Sparse Data,0.39,1641,"Less than 20,000",1641.00,30.81,Sparse Data,30.81,-0.15,Sparse Data,-0.15,355,100 - 499,355.00,9,Less than 100,9.00,346,100 - 499,346.00,209,100 - 499,209.00
21129,21129,0.91,Sparse Data,0.91,8,Less than 10,8.00,974,"Less than 10,000",974.00,45.86,45 - 54,45.86,(D),Sparse Data,,(D),Sparse Data,,1179,"Less than 20,000",1179.00,(D),Sparse Data,,(D),Sparse Data,,347,100 - 499,347.00,29,Less than 100,29.00,318,100 - 499,318.00,189,100 - 499,189.00
21131,21131,2.19,Sparse Data,2.19,3,Less than 10,3.00,27,"Less than 10,000",27.00,58.70,55 - 64,58.70,0.00,Sparse Data,0.00,4.04,Sparse Data,4.04,3,"Less than 20,000",3.00,0.00,Sparse Data,0.00,0.00,Sparse Data,0.00,(D),Less than 100,,0,Less than 100,0.00,0,Less than 100,0.00,34,Less than 100,34.00
21133,21133,2.27,Sparse Data,2.27,5,Less than 10,5.00,150,"Less than 10,000",150.00,56.82,55 - 64,56.82,3.27,Sparse Data,3.27,(D),Sparse Data,,76,"Less than 20,000",76.00,35.87,Sparse Data,35.87,(D),Sparse Data,,17,Less than 100,17.00,(D),Less than 100,,(D),Less than 100,,94,Less than 100,94.00
21135,21135,-0.37,Sparse Data,-0.37,8,Less than 10,8.00,5688,"Less than 10,000",5688.00,61.46,55 - 64,61.46,-2.31,Sparse Data,-2.31,-0.07,Sparse Data,-0.07,4850,"Less than 20,000",4850.00,-10.56,Sparse Data,-10.56,(D),Negligible Change,,390,100 - 499,390.00,(D),Less than 100,,348,100 - 499,348.00,355,100 - 499,355.00
21137,21137,-0.78,Negligible Change,-0.78,32,25 - 49,32.00,22724,"10,000 - 24,999",22724.00,42.88,35 - 44,42.88,0.04,Sparse Data,0.04,-0.21,Sparse Data,-0.21,43186,"20,000 - 49,999",43186.00,-7.25,Sparse Data,-7.25,0.07,Sparse Data,0.07,851,500 - 999,851.00,75,Less than 100,75.00,760,500 - 999,760.00,1207,"1,000 - 1,499",1207.00
21139,21139,0.03,Sparse Data,0.03,13,10 - 24,13.00,8699,"Less than 10,000",8699.00,54.78,45 - 54,54.78,(D),Sparse Data,,(D),Sparse Data,,8332,"Less than 20,000",8332.00,(D),Sparse Data,,0.35,Sparse Data,0.35,296,100 - 499,296.00,33,Less than 100,33.00,263,100 - 499,263.00,504,500 - 999,504.00
21141,21141,-0.43,Negligible Change,-0.43,12,10 - 24,12.00,17296,"10,000 - 24,999",17296.00,50.82,45 - 54,50.82,-0.55,Negligible Change,-0.55,0.25,Sparse Data,0.25,17550,"Less than 20,000",17550.00,(D),Significant Increase,,0.49,Negligible Change,0.49,849,500 - 999,849.00,130,100 - 499,130.00,719,500 - 999,719.00,722,500 - 999,722.00
21143,21143,-0.32,Sparse Data,-0.32,12,10 - 24,12.00,2543,"Less than 10,000",2543.00,62.45,55 - 64,62.45,(D),Sparse Data,,(D),Sparse Data,,1769,"Less than 20,000",1769.00,(D),Sparse Data,,-0.76,Sparse Data,-0.76,304,100 - 499,304.00,(D),Less than 100,,(D),100 - 499,,325,100 - 499,325.00
21145,21145,-0.22,Sparse Data,-0.22,4,Less than 10,4.00,1428,"Less than 10,000",1428.00,56.58,55 - 64,56.58,(D),Sparse Data,,(D),Sparse Data,,913,"Less than 20,000",913.00,2.49,Sparse Data,2.49,0.53,Sparse Data,0.53,288,100 - 499,288.00,(D),100 - 499,,168,100 - 499,168.00,292,100 - 499,292.00
21147,21147,1.00,Sparse Data,1.00,18,10 - 24,18.00,1579,"Less than 10,000",1579.00,48.58,45 - 54,48.58,0.00,Sparse Data,0.00,0.43,Sparse Data,0.43,1049,"Less than 20,000",1049.00,35.87,Sparse Data,35.87,(D),Sparse Data,,201,100 - 499,201.00,0,Less than 100,0.00,201,100 - 499,201.00,77,Less than 100,77.00
21149,21149,-0.02,Sparse Data,-0.02,4,Less than 10,4.00,2806,"Less than 10,000",2806.00,58.85,55 - 64,58.85,(D),Sparse Data,,(D),Sparse Data,,2446,"Less than 20,000",2446.00,(D),Sparse Data,,0.06,Sparse Data,0.06,281,100 - 499,281.00,0,Less than 100,0.00,281,100 - 499,281.00,413,100 - 499,413.00
21151,21151,-0.37,Negligible Change,-0.37,30,25 - 49,30.00,27054,"25,000 - 49,999",27054.00,39.62,35 - 44,39.62,-2.63,Sparse Data,-2.63,0.37,Negligible Change,0.37,48034,"20,000 - 49,999",48034.00,-4.53,Sparse Data,-4.53,0.26,Sparse Data,0.26,448,100 - 499,448.00,66,Less than 100,66.00,294,100 - 499,294.00,1044,"1,000 - 1,499",1044.00
21153,21153,0.30,Sparse Data,0.30,5,Less than 10,5.00,1291,"Less than 10,000",1291.00,56.13,55 - 64,56.13,1.00,Sparse Data,1.00,0.27,Sparse Data,0.27,719,"Less than 20,000",719.00,-2.25,Sparse Data,-2.25,(D),Sparse Data,,462,100 - 499,462.00,34,Less than 100,34.00,387,100 - 499,387.00,302,100 - 499,302.00
21155,21155,-0.17,Sparse Data,-0.17,29,25 - 49,29.00,23883,"10,000 - 24,999",23883.00,50.05,45 - 54,50.05,-1.86,Slight Decrease,-1.86,0.31,Negligible Change,0.31,30025,"20,000 - 49,999",30025.00,0.85,Sparse Data,0.85,0.24,Sparse Data,0.24,219,100 - 499,219.00,11,Less than 100,11.00,172,100 - 499,172.00,660,500 - 999,660.00
21157,21157,0.03,Sparse Data,0.03,13,10 - 24,13.00,3425,"Less than 10,000",3425.00,31.90,20 - 34,31.90,-3.23,Sparse Data,-3.23,-0.86,Sparse Data,-0.86,13155,"Less than 20,000",13155.00,(D),Significant Increase,,0.01,Sparse Data,0.01,901,500 - 999,901.00,212,100 - 499,212.00,689,500 - 999,689.00,734,500 - 999,734.00
21159,21159,2.73,Sparse Data,2.73,7,Less than 10,7.00,313,"Less than 10,000",313.00,42.24,35 - 44,42.24,0.00,Sparse Data,0.00,(D),Sparse Data,,303,"Less than 20,000",303.00,(D),Sparse Data,,(D),Sparse Data,,0,Less than 100,0.00,0,Less than 100,0.00,0,Less than 100,0.00,(D),Less than 100,
21161,21161,0.03,Sparse Data,0.03,20,10 - 24,20.00,14251,"10,000 - 24,999",14251.00,53.96,45 - 54,53.96,-2.12,Sparse Data,-2.12,0.13,Sparse Data,0.13,13214,"Less than 20,000",13214.00,-5.44,Sparse Data,-5.44,0.37,Negligible Change,0.37,300,100 - 499,300.00,(D),100 - 499,,150,100 - 499,150.00,685,500 - 999,685.00
21163,21163,0.54,Negligible Change,0.54,15,10 - 24,15.00,12706,"10,000 - 24,999",12706.00,59.38,55 - 64,59.38,-1.67,Sparse Data,-1.67,0.81,Negligible Change,0.81,10689,"Less than 20,000",10689.00,-8.72,Sparse Data,-8.72,0.30,Sparse Data,0.30,282,100 - 499,282.00,(D),Less than 100,,235,100 - 499,235.00,778,500 - 999,778.00
21165,21165,-0.09,Sparse Data,-0.09,13,10 - 24,13.00,2117,"Less than 10,000",2117.00,47.21,45 - 54,47.21,-5.09,Sparse Data,-5.09,0.06,Sparse Data,0.06,2095,"Less than 20,000",2095.00,-4.68,Sparse Data,-4.68,(D),Sparse Data,,236,100 - 499,236.00,(D),Less than 100,,212,100 - 499,212.00,305,100 - 499,305.00
21167,21167,-0.64,Negligible Change,-0.64,33,25 - 49,33.00,13260,"10,000 - 24,999",13260.00,29.44,20 - 34,29.44,-2.88,Significant Decrease,-2.88,0.17,Sparse Data,0.17,34486,"20,000 - 49,999",34486.00,-10.93,Sparse Data,-10.93,0.28,Negligible Change,0.28,889,500 - 999,889.00,92,Less than 100,92.00,797,500 - 999,797.00,2732,"2,000 or more",2732.00
21169,21169,0.00,Sparse Data,0.00,24,10 - 24,24.00,19182,"10,000 - 24,999",19182.00,56.87,55 - 64,56.87,-0.52,Sparse Data,-0.52,0.61,Negligible Change,0.61,16784,"Less than 20,000",16784.00,-6.75,Sparse Data,-6.75,-0.07,Sparse Data,-0.07,526,500 - 999,526.00,60,Less than 100,60.00,466,100 - 499,466.00,892,500 - 999,892.00
21171,21171,-0.42,Negligible Change,-0.42,31,25 - 49,31.00,23475,"10,000 - 24,999",23475.00,47.01,45 - 54,47.01,-0.80,Negligible Change,-0.80,-0.25,Negligible Change,-0.25,33431,"20,000 - 49,999",33431.00,2.31,Sparse Data,2.31,-0.69,Sparse Data,-0.69,192,100 - 499,192.00,(D),Less than 100,,(D),100 - 499,,398,100 - 499,398.00
21173,21173,0.01,Sparse Data,0.01,30,25 - 49,30.00,13751,"10,000 - 24,999",13751.00,43.88,35 - 44,43.88,-4.53,Sparse Data,-4.53,-0.05,Sparse Data,-0.05,20927,"20,000 - 49,999",20927.00,(D),Sparse Data,,0.29,Sparse Data,0.29,165,100 - 499,165.00,20,Less than 100,20.00,145,100 - 499,145.00,991,500 - 999,991.00
21175,21175,-1.51,Slight Decrease,-1.51,9,Less than 10,9.00,5183,"Less than 10,000",5183.00,56.92,55 - 64,56.92,-2.24,Sparse Data,-2.24,-0.95,Negligible Change,-0.95,4484,"Less than 20,000",4484.00,-0.70,Sparse Data,-0.70,0.33,Sparse Data,0.33,696,500 - 999,696.00,142,100 - 499,142.00,547,500 - 999,547.00,1590,"1,500 - 1,999",1590.00
21177,21177,-0.16,Sparse Data,-0.16,10,10 - 24,10.00,7373,"Less than 10,000",7373.00,59.71,55 - 64,59.71,(D),Sparse Data,,(D),Sparse Data,,8046,"Less than 20,000",8046.00,(D),Significant Increase,,0.33,Sparse Data,0.33,621,500 - 999,621.00,97,Less than 100,97.00,524,500 - 999,524.00,601,500 - 999,601.00
21179,21179,-0.41,Negligible Change,-0.41,21,10 - 24,21.00,18582,"10,000 - 24,999",18582.00,40.62,35 - 44,40.62,-2.94,Significant Decrease,-2.94,0.18,Sparse Data,0.18,25171,"20,000 - 49,999",25171.00,-14.89,Sparse Data,-14.89,0.22,Sparse Data,0.22,868,500 - 999,868.00,50,Less than 100,50.00,818,500 - 999,818.00,1532,"1,500 - 1,999",1532.00
21181,21181,0.40,Negligible Change,0.40,26,25 - 49,26.00,11654,"10,000 - 24,999",11654.00,47.72,45 - 54,47.72,1.18,Sparse Data,1.18,0.53,Negligible Change,0.53,22166,"20,000 - 49,999",22166.00,-7.20,Sparse Data,-7.20,-0.12,Sparse Data,-0.12,858,500 - 999,858.00,139,100 - 499,139.00,719,500 - 999,719.00,1122,"1,000 - 1,499",1122.00
21183,21183,0.65,Negligible Change,0.65,10,10 - 24,10.00,9287,"Less than 10,000",9287.00,57.31,55 - 64,57.31,-0.24,Sparse Data,-0.24,0.72,Negligible Change,0.72,7442,"Less than 20,000",7442.00,(D),Sparse Data,,0.34,Negligible Change,0.34,572,500 - 999,572.00,68,Less than 100,68.00,492,100 - 499,492.00,519,500 - 999,519.00
21185,21185,-1.89,Slight Decrease,-1.89,10,10 - 24,10.00,2939,"Less than 10,000",2939.00,57.50,55 - 64,57.50,(D),Sparse Data,,(D),Slight Decrease,,2518,"Less than 20,000",2518.00,32.86,Sparse Data,32.86,0.07,Sparse Data,0.07,43,Less than 100,43.00,(D),Less than 100,,(D),Less than 100,,2286,"2,000 or more",2286.00
21187,21187,0.72,Negligible Change,0.72,16,10 - 24,16.00,14465,"10,000 - 24,999",14465.00,56.29,55 - 64,56.29,(D),Sparse Data,,(D),Slight Increase,,12587,"Less than 20,000",12587.00,11.36,Sparse Data,11.36,0.24,Sparse Data,0.24,791,500 - 999,791.00,(D),Less than 100,,690,500 - 999,690.00,843,500 - 999,843.00
21189,21189,-0.33,Sparse Data,-0.33,5,Less than 10,5.00,1006,"Less than 10,000",1006.00,64.78,55 - 64,64.78,(D),Sparse Data,,(D),Sparse Data,,652,"Less than 20,000",652.00,(D),Sparse Data,,0.61,Sparse Data,0.61,216,100 - 499,216.00,62,Less than 100,62.00,154,100 - 499,154.00,96,Less than 100,96.00
21191,21191,-0.08,Sparse Data,-0.08,9,Less than 10,9.00,6418,"Less than 10,000",6418.00,63.75,55 - 64,63.75,2.56,Sparse Data,2.56,0.05,Sparse Data,0.05,4106,"Less than 20,000",4106.00,9.92,Sparse Data,9.92,0.20,Sparse Data,0.20,807,500 - 999,807.00,100,100 - 499,100.00,643,500 - 999,643.00,1082,"1,000 - 1,499",1082.00
21193,21193,-7.06,Sparse Data,-7.06,3,Less than 10,3.00,376,"Less than 10,000",376.00,78.33,65 or more,78.33,(D),Sparse Data,,(D),Sparse Data,,413,"Less than 20,000",413.00,(D),Sparse Data,,0.38,Sparse Data,0.38,155,100 - 499,155.00,(D),Less than 100,,142,100 - 499,142.00,73,Less than 100,73.00
